nama,area,rating,deskripsi,reviews,place_id,sentiment
Queen Palace Restaurant,Pluit,5.0,Restoran keren dengan dekorasi mewah dan ruang acara pribadi yang menyajikan hidangan China kelas atas.,"Salah satu Chinese food favorit di Jkt. Masakannya hakka style gtu, hampir semuanya enak. Walaupun pricey tp puas dgn rasanya. Menu favorit kalau ke sini, ada udang kipas, sate shanghai. Sate shanghai itu Daging Karbonat atau biasa disebut Pork Loin tapi potongannya lebar dan luas jadi beda dengan sate ayam yang biasa, makannya pake bakpau. Recommended!",ChIJHyqLe_kdai4RxUcZjyfbv_4,positive
Elfresh Resto 24Jam Kalibata,Pancoran,1.0,,"Parah , kerjanya becanda , kerja lelet . saya pesan nasi goreng. Koki nya mlh gak ada . resto 24 jam tapi yang kerja gak jelaz,",ChIJG_0G1EvzaS4RpYGW3GQYXoI,negative
Ayam Nyeresep Masakan Sunda,Grand Indonesia,5.0,,Rasanya mantaaaf....,ChIJY4ffvaH2aS4RflxSYRG6Eck,positive
Suasana Warung,Cengkareng,5.0,,"Tekwannya enak, es leci jg enak, harga standar.",ChIJaSc-ZSwdai4RF-JjLq3winQ,positive
Platinum Resto & Cafe - Lippo Plaza Kramat Jati,Kramat Jati,5.0,,"Area resto bersih, pelayanan ramah dan makanan cukup enak juga harga sangat bersahabat.",ChIJA04B9_byaS4RRba7KZTE4TA,positive
Tempat Mamskie,Duren Sawit,5.0,,Enak,ChIJuwarNgDzaS4RnLSfCSXIeRg,positive
NoMiNoMi Delight Rawamangun,Pulo Gadung,5.0,Menyediakan berbagai variasi makanan penutup dan cemilan ala Asia. Suasananya nyaman dan santai.,"Lokasinya di sebrang Halte Pemuda Rawamangun jalan dikit, tempatnya lumayan nyaman sih, waktu itu makan di weekdays pas jam makan siang, lumayan rame tapi lumayan cepet sih penyajian makanannya. Yang paling unik tuh sushi coklat karamelnya, agak aneh sih tapi lumayan enak setelah coba 😂",ChIJJ9ZMvMD0aS4RLvUFZp0s-lI,positive
Warung Sambel Damas,Penjaringan,5.0,,"Ini surga buat pecinta pedas. Konsepnya spesialis aneka sambal (Sambal Bakar, Sambal Tempong, Sambal Pencok) yang disajikan dengan berbagai lauk gorengan. Rasanya memang ""nendang"" banget, pedasnya segar dan bikin nagih.  Menu favorit biasanya Sambal Bakar Iga atau Paket Bebek/Ayam. Sambal bakarnya disajikan panas-panas di atas cobek tanah liat, aromanya wangi banget. Lauknya juga fresh, lalapannya melimpah (kadang ada terong goreng juga).  Suasananya selalu ramai, bahkan sering viral sampai antri panjang (waiting list). Tempatnya semi-outdoor di pinggir jalan raya Muara Karang, jadi agak berisik dan berasap, tapi justru itu sensasi makan di sini.",ChIJMzOSnqcdai4RsnmNKt1_d1A,positive
Alkisah - Warung Makan & Ngopi,Kuningan,5.0,,"Tempat makan masakan nusantara di sekitaran mega kuningan. Makanan rumahan yang enak banget dengan tempat dan suasana ala cafe cocok untuk nongkrong juga.  Untuk harganya lumayan mahal, ada tempat parkir luas dan gratis.",ChIJb4J2uxzzaS4RVqzt43EmgS0,positive
Dapur Citra,Fatmawati,5.0,,"Tempat luas bersih dan nyaman, suasana hommy, bisa booking tempat full area, pagar utama ditutup kalo booking full area, ada mushola yg luas dan nyaman juga bersih",ChIJKa5Ssx_uaS4Ro6fKsIymt_k,positive
Nasi Bakar Almira,Penjaringan,5.0,,"Ternyata masakannya mantap,menunya juga juga ok di dompet",ChIJdzZdU9Adai4RVMZYJBIHcek,positive
Rumah Makan Simay,Palmerah,5.0,,Rasa sangat oke banget.. sayang tempatnya panas..,ChIJN1v3-Mf2aS4RYgFJna6xINU,positive
Lesehan Si Babeh,Cengkareng,5.0,,Wih tempat nya enak buat kumpul bareng keluarga tau nongkrong sama temen² murah enak banget deh otw makan di sinih terus sihh..,ChIJkU3HZf73aS4RA2nn7HdS1Hk,positive
Warung Kempoel (Katering),Palmerah,4.0,,"Tidak ada tampat parkir kendaraan roda empat sama sekali, untuk kendaraan roda dua nya juga terlalu mepet memgambil badan jalan sehingga dapat membuat macet karena setap pagi selalu sangat ramai pembeli yang bungkis untuk bekal makan di kantor. Untuk masakannya sangat banyak pilihannya, Untuk taste sama seperti warteg atau warung nasi pada umumnya tapi menurut saya masih terlalu berminyak masakannya, Untuk harga termasuk reasonable.",ChIJXdWf0Mb2aS4RSi2IgT1fUMs,neutral
Warteg Bahari,Matraman,5.0,,Ok juga murah,ChIJzUBibx71aS4RZFzRqIuPlSY,positive
Warung Babi Tong,Kemang,5.0,,"Dateng ke sini karena udah craving babi banget di Jakarta. Long story short, temenku yang nemuin tempat ini setelah deep dive di Google Maps.  Pas nyampe… surprisingly nggak ada plang nama sama sekali. Yang keliatan justru papan “Ayam Rica-Rica” sama “Mangut Lele”. Sempat mikir jangan-jangan warung babinya udah ganti. Eh ternyata harus masuk ke dalam rumah bertingkat, dan warung Babi Tong ada di lantai 3 alias semacam rooftop gitu. Totally didn’t expect that!  Tempatnya semi-outdoor, aku datang sore dan enaknya sejuk berangin, jadi nggak bikin gerah. Vibes-nya agak hidden spot tapi cozy.  Menu babinya lumayan variatif: ada babi asap, babi kriuk, babi kecap, plus bisa pilih gramasinya. Disediakan juga beberapa pilihan bumbu — aku coba yang sambal matah dan bumbu hitam, dan dua-duanya sooo good! Juicy, flavorful, cocok banget sama nasinya. Babi asapnya juara sih! Dan waktu tunggunya juga ga terlalu lama kok.  Lokasinya juga strategis, mudah dijangkau, walking distance dari MRT Haji Nawi.",ChIJVVWFQpnxaS4REupVQFzwMEA,neutral
Warung Nasi Ampera,Pulo Gadung,4.0,"Restoran simpel dengan meja bersama yang panjang, yang menyajikan sajian klasik khas Sunda.","Warung Ampera ini terdapat di Rawamangun, Jakarta. Lokasi strategis pas dipinggir jalan besar dan terdapat parkiran yang memadai untuk motor dan mobil. Terdapat meja dan kursi makan yang lumayan banyak sehingga bisa menampung pengunjung yang banyak datang. Tempat kurang bersih, untuk makanan lumayan enak dan harganya pun relatif standard.",ChIJVexu8sD0aS4RnoW3Nc9lVvk,positive
Cafe & Resto Papa Bobs,Pesanggrahan,4.0,,"Lagi cari di google maps ""coto makassar terdekat""  Gataunya di papabob ada coto makassarnya. Pas lihat menunya, cukup banyak juga makanan makassarnya.  Pas sampe sini, pesen coto, mie titi, dan nasgor merah..  Utk mie titi & nasi merahnya enak bgt asliii otentik makassar. Approved by saya yg asli orang makassar jugaa. Utk cotonya masih kurang srek kayaknya udh modifikasi jd tidak otentik..  Mie titi nya seafood bgtttt gurih. Nasgor merahnya top smokyy gak terlalu berminyak.  Yang masih kurang, kecepatan pelayanannya aja. Padahal karyawan di dapurnya cukup banyak. Pas sy dateng juga tamunya mungkin hanya ada 3 meja yg ter isi. Mungkin bisa di perbaiki lg sistem dapurnya spy lebih efektif. Karna utk makanannnya khususnya makanan makassar udh enakkk top.  Harusnya papabob jadi khusus resto masakan makassar ajaaa.. karna enakkkkk. Utk spageti carbonara nya standar saja sy pesan",ChIJ3be7cL_xaS4Rd7nBWDVQ7n8,positive
KEDAI MAKAN H.JAANIH,Kalideres,3.0,,"Pelayanan nya kurang gercep.. Pesen bakso nunggu setengah jam baru dateng pesanan nya, padahal pas gk rame..  Mohon lebih ditingkatkan lagi..",ChIJSXGq6XsDai4RuQPUfLa37mg,negative
Warung Nasi Goreng Harapan Mulya,Cempaka Putih,5.0,,Perlu di coba nih masakanya..,ChIJtevwsK31aS4RJGTtw77PEEE,positive
Warkit Citra Dua,Kalideres,5.0,,Makanannya enak2 menu2 beragam mau yg kuah bakar goreng2 smua ad ga bakalan bosen makan disini tiap minggu cobain menu2 yang lain enak enak smua.. Makanan datang cepat.... Porsi bnyak d banding cabang2 yg lain yg pernah saya coba... Best sich ya semoga bnyak menu2 baru..,ChIJJX9moQn4aS4Rf98HrRS6Aj4,positive
Marugame Udon Citra 6,Kalideres,5.0,,"Service cepat, kasir cepat, makanan selalu enak sih so far. Dulu ada satpam yg sambut tetapi sekarang sepertinya sudah tidak ada ya. Improvement paling lebih ke lemon tea nya rasanya kecampur air gitu gak manis, dulu sepertinya lebih fresh manis gitu.",ChIJB3e8N64Cai4RsB0xvQin_9o,neutral
"Ayam Goreng PEMUDA, Pesanggrahan",Kembangan,5.0,,Ayamnya kampungmya berasa asin n bumbunya nyerap banget… wangii…empuk n garing …mantep  pokoknya..,ChIJiyXHIxH3aS4RL24enGeRpgA,positive
Pandan Bistro,Penjaringan,5.0,Restoran kontemporer dengan interior mewah yang menyajikan seafood & hidangan klasik lokal yang nyaman.,"Resto khas masakan 🇮🇩  yg uda jd slh 1 tmpt favorit nya warga Jkt nih. Biasanya selalu ramai saat jam makan siang. Menu2 yg tersedia di sini sgt beragam, tp menu yg wajib di order di sini ada Gulai Kepala Ikan nya, dan Tahu Kipas nya. Utk menu sayuran nya jg rata2 enak, cocok di lidah. Tmpt nya jg pas utk makan bareng keluarga, tmn2 arisan, dsb. Para staff nya jg ramah2 dan memberikan pelayanan yg baik. Terima ksh ya 🙏",ChIJOwn6dZYdai4RfoeGBSufhik,positive
DION,Palmerah,5.0,,"DION Senayan Park merupakan salah satu tempat dining dan lounge yang menawarkan pengalaman bersantap dengan pemandangan danau yang indah di tengah kota Jakarta. Berlokasi di kawasan Senayan Park, tempat ini sangat cocok untuk nongkrong santai, makan malam, hingga merayakan momen spesial bersama teman atau pasangan. View danau menjadi daya tarik utama, terutama saat sore hingga malam hari ketika suasana semakin hidup dan romantis. Ambience di DION terasa premium dengan konsep modern dan sentuhan Mediterania. Area outdoor menjadi favorit karena langsung menghadap danau, memberikan suasana yang nyaman dan instagramable. Pada waktu tertentu, tersedia live music yang menambah kesan hangat dan menyenangkan. Saat malam semakin larut, suasana berubah lebih lively dengan kehadiran live DJ yang membuat tempat ini cocok juga untuk hangout malam tanpa terasa terlalu berisik. Pelayanan di DION tergolong baik dan profesional. Staf ramah, responsif, dan cukup membantu dalam menjelaskan menu. Pilihan makanan dan minuman cukup beragam, mulai dari western food, steak, seafood, hingga cocktail dan mocktail. Kualitas rasa dan penyajian makanan sebanding dengan harga yang ditawarkan. Harga memang tergolong menengah ke atas, namun sesuai dengan lokasi, suasana, dan pengalaman yang didapatkan. DION Senayan Park sangat direkomendasikan bagi yang ingin menikmati makan dengan view danau, ditemani live music dan live DJ, serta suasana malam yang berkelas. Disarankan melakukan reservasi, terutama saat akhir pekan.",ChIJcWQDB3X3aS4R6EUaNToQqno,positive
Shanghai Blue 1920,Gambir,5.0,"Makanan tradisional China ditawarkan di tempat penuh warna bernuansa kelam, plus dinding merah & gaya kuno.","Datang kesini buat buka puasa tp ternyata udah penuh. Diluar ekspektasi, mas pelayannya effort bgt buat nyariin tempat dan ternyta bisa.  Makasih ya... Udah ramah, cepat, sigap 👍  Makanan dan minumannya enak. Nasi gorengnya bikin nagih  Suasananya nyaman dengan interior bergaya klasik.  Mushola juga tersedia dilantai 3 dan cukup luas.  Ada area outdoornya diatas, enak buat ngopi2, tp gk sempet foto2.  Shanghai blue ini jd satu ya sm kawisari, resto yg disampingnya",ChIJLeoq3S70aS4Rez5E2hzRhNA,positive
Holy's Brew Pondok Indah,Kebayoran Lama,5.0,,"Makanan nya enak banget, tempat nya bersih dan besar buat nongki bedd banget, pelayannya bagus ramah 🥰 bessss lah pokoknyamah, nasi ayam bali nya enak bgt pluss berry coffee recomend bgt",ChIJJbDYIqjxaS4RTLJU7C2axeI,positive
Sop Duren 88,Central Park Mall,4.0,Tempat makan minimalis & penuh warna dengan makanan khas Indonesia & berbagai kreasi sajian penutup durian.,"Untuk Sop Duren nya menurut saya lumayan rasanya, tetapi seperti ada kurang sesuatu untuk Sop Durennya, saya suka durian, tetapi saya mencoba Sop Duren ini tidak membuat saya ketagihan atau ingin mencoba nya lagi. Mungkin saya mencobanya di timingnya yang tidak pas, karena malam hari yang cuaca sedang hujan, sebaiknya kalau kalian ingin mencoba di siang hari yang cuaca lagi terik-terik nya. Kalau kesini lebih baik nyoba Sop Duren nya saja, kalau makan mending sekalian beli yg berat, utk harga kalian bisa lihat di daftar menunya, terjangkau tidaknya.. Tapi saran saya sih, karena ini Sop Duren, lebih baik nyobain Sop Duren nya saja..  Layanan nya memang biasa saja, mungkin karena tempat usahanya gabungan, jadi manajemen pembagian jobdesc nya kurang.  Suasana lumayan tenang, kalau buat nongkrong atau nyantai juga bisa. Waktu saya kemarin sepi pengunjung, mungkin karena hujan.  Selamat mencoba 😊.",ChIJcUCbxln2aS4RFDCd6fdU4MA,neutral
The Joglo Garden Resto,Cibubur,5.0,"Hidangan lokal yang disajikan di tempat makan kasual terbuka dengan taman, paviliun kayu, dan taman bermain.","Sumpah ini salah satu tempat yang paling bikin betah!,. Dari awal masuk udah kerasa banget vibes alamnya, banyak pohon, udara seger, dan view-nya cakep banget🌴. Tempat ini tuh nggak cuma restoran biasa, tapi beneran kayak tempat rekreasi mini. Ada mini zoo-nya juga, jadi anak-anak bisa lihat hewan-hewan lucu kayak kelinci, kambing, burung, dan lain-lain. Mereka seneng banget, sampe susah diajak pulang 😅 Kafenya juga asik, tempat duduknya banyak pilihan, bisa indoor atau outdoor. Kalau duduk di luar tuh rasanya tenang banget, apalagi kalau sore menjelang magrib, anginnya sepoi-sepoi. Menu makanan dan minumannya lumayan lengkap, dari camilan, kopi, sampe makanan berat juga ada. Rasa makanannya enak, porsinya pas, dan harganya masih wajar buat ukuran tempat sebagus ini. Fasilitasnya juga nggak kalah oke – parkiran luas, toilet bersih, mushola nyaman, dan ada tempat main anak juga. Cocok banget buat yang pengen quality time bareng keluarga atau nongkrong santai sama temen-temen tanpa harus ke tempat yang terlalu ramai. Intinya, kalau kamu lagi nyari tempat makan yang beda dari biasanya, yang bisa sekalian healing dan anak-anak juga seneng, wajib banget coba ke sini! Fix bakal balik lagi kapan-kapan 😍",ChIJXwLkk8-TaS4RGKg1Ax7TPFo,positive
RAWON SEGO PINCUK - SAOTO BATHOK - WARUNG BIYUNG TUMILAH - DAWET IRENG - SEGO JANGAN - SEGO WATU TUMPANG - PECEL PINCUK,Duren Sawit,5.0,,"Makanannya enak, harganya ramah di kantong. Parkiran ada. Semoga tetap konsisten ya Warung Biyung.",ChIJwQhp4avzaS4REsuqnHV89q8,positive
Rumah Makan Ahui,Pluit,5.0,,"Mantap lah kepitingnya seger mampus gede2 lagi, harga uda dipastiin jau lebih murah dibanding makan di resto gede / mol🤪😋",ChIJf6vjCYgdai4RS4FHGk8l5fA,positive
RM. KARYA MINANG,Sunter,5.0,,"Kesini mesen rendang. Ikan mujair, sama kerupuk n teh manis , tp yg dateng teh tawar, wkwkwk tp gakpapa , Rendangnya empuk, enak. Ikan mujairnya tasty juga, kerupuknya juga enak. Harga 32k",ChIJlb4cunz1aS4ReIizlJEVc-g,positive
Cafe Kissa - Grand Indonesia,Menteng,5.0,,"Month of visit: February 2026  Letak di east lobby gak terlalu jauh dari pintu masuk. Vibesnya menyenangkan dan menenangkan, japanese taste with a modern twist.  Makanan yang saya pesan enak semua, kalau lagi pengen makan besar bisa consider menu Teishoku mereka karena pilihannya banyak dan dapat condiment macem-macem. Mochi cheese matcha cake (cmiiw) yang saya pesan gong-nya sih, emang kesini awalnya sebenernya cuma mau ngeMatcha tapi ternyata dalam kondisi laper haha.  Staffnya baik dan attentif, bisa kasih masukan kalau minuman yg cocok untuk makanan yg kita mau order, saya kemarin emang laper dan mau coba dessert mochi cakenya jadi kalau minumnya matcha or yang creamy saya takut eneg dan direkomendasikan teh lemonade hibiscus sorbet (cmiiw) dan perfect! ngebalance makanan utamanya dan light seger gitu.  Teishokunya menunya masih baru didevelop, punten masukan untuk saladnya dikasih sedikit dressing dikit deh supaya ga kering bgt gitu hehe, dikit aja slightly biar agak ‘basah’ aja gitu hehe.  Ohya kalau tidak salah mereka ada jual Sake juga ya di menunya, mungkin temen2 muslim yg strict di perihal halal ini bisa di consider ya hehe.  Pokoknya kalau lagi ada budget, suka matcha dan makanan Jepang dan pengen nongkrong cantik gitu di GI recommended to try!",ChIJv5Hqk3_1aS4RragjTcBE44k,positive
Warung Yudit,Duren Sawit,5.0,,Oke lah...top,ChIJJUaM4qLzaS4RRE_XTjU1O_Q,positive
Bamban Resto,Pesanggrahan,5.0,,Tempat nya luas pengerjaan rapi,ChIJ9U__43LxaS4RgEuJmLXF2Uo,positive
Jukut Goreng Sambal Rampai Dilan,Kuningan,1.0,,"Gila aje nunggu 2 lele goreng, sate kulit, cumi, jukut goreng nyampe 50 menit. Terus ternyata belom di goreng. Meja juga ga ada yg beresin. Kita makan di tengah2 sampah makanan orang? Ga lagi deh. The worst street food ever!",ChIJ2ePBqTL1aS4R4C2ju3Dh-ro,negative
"명동갈비 끌라빠가딩 , 자카르타",Kelapa Gading Barat,1.0,,"sudah lama dan sering kesini selalu happy dengan pelayanan dan banchannya yang bisa refill, tetapi hari ini datang dengan kekecewaan. staff yang tidak ramah, bad service, banchan limited. apalagi kimchi dibatasi. lalu jjajangmyeonnya yang biasanya menggunakan mie kuning atau kecil, tetapi ini menggunakan mie besar seperti udon. tetapi staff tidak memberitahu apabila ada perbedaan mie. sangat tidak helpful dan tidak ramah.  kalo bisa kasi service 0 bintang.  mungkin ini terakhir kali akan pergi kesini apabila service dan attitude pelayannya masih seperti ini. 💔💔💔  DAN ADA KECOANYA!!!",ChIJK7RmDUH1aS4RgE3FiW20I9c,negative
Pondok Ayam Bakar Mamake - Radio Dalam,Kebayoran Lama,5.0,,Lumayan makanannya,ChIJmzTI9v_xaS4ROqi_e4YHqxQ,positive
Bangi Kopi Lokantara,Pulo Gadung,5.0,,"Tempat yang oke untuk bertemu dan meeting dengan rekan sejawat. Lokasinya strategis di pinggir jalan besar. Pelayanannya juga mantap. Ketika hendak pindah meja, semua makanan dan minuman dibantu dibawakan. Saya pesan kopi c, mantap. Toast juga oke. Nice, boleh dicoba.",ChIJC6HXUeD1aS4RJXiJqqGNtLk,positive
Family vegetarian,Pademangan,4.0,,"Rasa makanan cukup enak, sayur2nya segar, banyak pilihannya. Dan tempatnya ramai, banyak pembelinya, terutama yg bungkus. Ada gado2, sate, tahu bakso, pare bakso, misoa, ayam, rendang, camilan utk org vegetarian, mie instan, bumbu2 utk org cia chai dan gorengan.",ChIJS0r8tcX1aS4R-wEJY_bI3w8,positive
Rumah Makan 99 & Seafood,Cibubur,5.0,,Masakan enak dan cepat...hanya dapurnya kalau bisa lebih bersih lagi ..,ChIJsW1-Ik6TaS4Ruj5fRI_-qZU,positive
Asyana Resto,Kemayoran,4.0,,Ceklis dalam rangka acara keluarga,ChIJAd4E9sf1aS4RSEIp4jYgBlw,positive
Saka Coffee Roasters,Cijantung,4.0,,"Mampir karena lagi ada kegiatan deket situ. Lokasinya deket masjid jadi gak ada mushola di cafe nya. Pesen magic, double salmon roll, dan kopsu saka (take away). The magic was good, milk and coffee ratio balance. Sushi roll nya tergolong murah dan ok. Sayangnya untuk kopsu saka yang failed, pesen sugar 10 ml only no ice tapi mungkin kurang fokus jadinya malah less coffee dan jadi manis bangett. Next di struk nya ada notes nya ya biar bisa mastiin pesenannya sesuai.",ChIJ0c--lYbtaS4REoM7CNV5uvc,neutral
Dapur Geeyaa,TB Simatupang,5.0,,Lumayan gosend 2 poin,ChIJmXyjK__taS4RQUwL5hlysWU,positive
de' Belango,Matraman,5.0,,TERENAKKK!!!! Paru goreng gak ada yg bisa ngalahin!!! Pilihan makanannya banyak dan fresh semua bikin mau nambah nasi terus :9,ChIJ22NGzGj0aS4RfzjWBTxG7ig,positive
Fried Chicken Master Sunter,Sunter,5.0,,"Their slogan for ""Juiciest Fried Chicken"" is totally APPROVED Bener2 juicy dan bumbunya meresap sampe ke dalem 🤌 Biasanya lgsg beli yg stgh or satu ekor krn makan 1 potong aja MANA PUASSSS 😭💖 kadang dpt yg bagian luarnya agak keras/ bagian dada agak kering tp overall still good. Highly recommend!!",ChIJxbgbBYT1aS4RSmm-77x26Ok,positive
Warung Nasi Uduk Mbak Retno,Jagakarsa,5.0,,"Ini lontong sayur terenak yg pernah ku makannn  Berawal dari temen yg bilang klo masakan betawi tuh enak2 Nyari lah yg deket rmh, liat review gugel katanya disini nasi uduknya enak Beneran aja dong, nasi uduk+lontong sayurnya enakkk, harganya jg cukup terjangkau Manteplah buat sarapan Moga kedepannya bisa masuk ojol ya, kadang pengen tp susah belinya huhu",ChIJp_yQDNLtaS4Ry5JuPHnW9dE,positive
Uncle Z Kopitiam Menteng,Menteng,5.0,,"ngeliat ini di google dan ratingnya oke, pas di survey dan coba sendiri bener2 honest review. makanannya gada yg gagal, enaak semuaaa. yg cari laksa dan hainan mesti coba di uncle z, rasanya oke punya. kopi tariknya beuuh mantap, ga terlalu pait, yg ga suka terlalu manis bisa request less sweet. calamari salted egg nya tipical yg creamy basah gtu, ga enek dan pas dilidah. next time mau coba varian menu lain! service staffnya oke, makanan jg di sajiinnya cepet bgt gaes ga lebih dari 15 menit udah dianterin ke meja. ini debest bgt si! minesnya dingin bgt ac nya, yg ga kuat ac kl kesini pake jaket tebel dah wkwk",ChIJNXkTSQD1aS4RO_9N8HDFV8o,positive
